Facility Type,Facility Number,Facility Name,Licensee,Facility Administrator,Facility Telephone Number,Facility Address,Facility City,Facility State,Facility Zip,County Name,Regional Office,Facility Capacity,Facility Status,License First Date,Closed Date
ADULT RESIDENTIAL,486803728,PALM VIEW RETREAT,AMERICAN HOUSING INC,"WALLER, VIRGIL",(707) 652-2624,150 BROADWAY STREET,VALLEJO,CA,94590,SOLANO,21,32,LICENSED,10/18/2017,
ADULT RESIDENTIAL,306002008,PALM VILLAGE,"BMD RESCARE, INC.",LUZVIMINDA BRIMBUELA,(714) 554-8888,13902 CLINTON ST.,GARDEN GROVE,CA,92843,ORANGE,22,42,LICENSED,8/1/2003,
ADULT RESIDENTIAL,197606568,PALMDALE CARE FACILITY,F & Z DEVELOPMENT SERVICES,MYRNA DELA CRUZ,(661) 265-0450,2810 E. AVENUE R-15,PALMDALE,CA,93550,LOS ANGELES,31,4,LICENSED,4/29/2006,
ADULT RESIDENTIAL,197606708,PALMDALE CARE FACILITY 2,F & Z DEVELOPMENT SERVICES,SYLVIA HORTA,(661) 265-7423,37632 DALZELL STREET,PALMDALE,CA,93550,LOS ANGELES,31,4,LICENSED,10/18/2006,
ADULT RESIDENTIAL,366411355,PALMETTO FAMILY HOME,"SLAUGHTER, KHEESA","CARDEN, LORI",(909) 854-5398,9169 PALMETTO AVENUE,FONTANA,CA,92335,SAN BERNARDINO,18,6,LICENSED,1/31/2006,
ADULT RESIDENTIAL,198602277,PALMS HOMES LLC,PALMS HOMES LLC,"AGBELUSI, ADEGOUEGA",(310) 402-4436,6235 CIMARRON STREET,LOS ANGELES,CA,90043,LOS ANGELES,28,6,LICENSED,9/26/2017,
ADULT RESIDENTIAL,390318143,PALOMINO HOME,"WARREN, BARRY & KATHYRN","WARREN, KATHYRN ANN",(209) 983-1255,720 E. FRENCH CAMP ROAD,FRENCH CAMP,CA,95231,SAN JOAQUIN,27,4,LICENSED,12/30/1993,
ADULT RESIDENTIAL,565801330,PAM GREEN'S ARF FOR THE DEVELOPMENTALLY DISABLED,"GREEN, DONALD & PAMELA",WILHEMINA ONG,(805) 874-1113,4221 HIGHLAND AVENUE,OXNARD,CA,93033,VENTURA,29,6,CLOSED,3/15/2006,2/24/2014
ADULT RESIDENTIAL,374602735,PANGAN HOME,"PANGAN HOMES, INC.","PANGAN, JOSE V, JR",(619) 428-2913,1607 CAITHNESS DRIVE,SAN YSIDRO,CA,92173,SAN DIEGO,8,6,LICENSED,10/2/2008,
ADULT RESIDENTIAL,374602736,PANGAN HOME 2,"PANGAN HOMES, INC.","PANGAN, JOSE V, JR",(619) 428-2913,1626 ANTARES DRIVE,SAN YSIDRO,CA,92173,SAN DIEGO,8,6,LICENSED,9/29/2008,
ADULT RESIDENTIAL,374602737,PANGAN HOME 3,"PANGAN HOMES, INC.","PANGAN, JOSE V, JR",(619) 428-2913,4528 PACIFIC RIVIERA WAY,SAN DIEGO,CA,92154,SAN DIEGO,8,6,LICENSED,9/30/2008,
ADULT RESIDENTIAL,455000537,"PANORAMA POINT HOME/HAROLD KAY, THE","KAY, HAROLD",HAROLD KAY,(530) 242-0582,2828 PANORAMA DRIVE,REDDING,CA,96003,SHASTA,25,6,LICENSED,11/6/1997,
ADULT RESIDENTIAL,336426341,PAPA'S PLACE,"ARBITRON HOMES, INC.","ABRAHAM, ARLENE",(909) 522-6742,5266 JURUPA AVE.,RIVERSIDE,CA,92504,RIVERSIDE,18,6,CLOSED,,1/5/2015
ADULT RESIDENTIAL,366424125,PAPA'S PLACE,"ARBITRON HOMES, INC.","ABRAHAM, ARLENE",(909) 522-6742,25778 DATE COURT,SAN BERNARDINO,CA,92404,SAN BERNARDINO,18,8,LICENSED,11/17/2009,
ADULT RESIDENTIAL,19200146,PAPAYA CARE HOME,APRIL DIZON,"GALANG, ROSARIO",(510) 783-5507,24782 PAPAYA STREET,HAYWARD,CA,94545,ALAMEDA,15,6,LICENSED,12/27/2004,
ADULT RESIDENTIAL,198602126,PAPILLON VILLAGE,"CASA DE SORIANO, INC",RICHARD SORIANO,(323) 730-0886,2063 W 28TH STREET,LOS ANGELES,CA,90018,LOS ANGELES,28,6,CLOSED,,8/19/2015
ADULT RESIDENTIAL,198202216,PAPILLON VILLAGE,"SORIANO, MARVIN V. & MILAGROS B.","SORIANO, MILAGROS B.",(323) 974-1362,2063 28TH STREET,LOS ANGELES,CA,90018,LOS ANGELES,28,6,LICENSED,1/20/1999,
ADULT RESIDENTIAL,374603785,PARADISE CARE HOMES,PARADISE CARE HOMES,"EPPS, RHONDA",(619) 470-0504,2043 ALBERQUE CT,SAN DIEGO,CA,92139,SAN DIEGO,8,4,LICENSED,11/14/2017,
ADULT RESIDENTIAL,107208829,PARADISE COMMUNITY CARE HOMES INC,PARADISE COMMUNITY CARE HOMES INC,"ZEPEDA, RIGOBERTO",(559) 312-4488,2412 S. PLAYA AVE,FRESNO,CA,93727,FRESNO,24,4,LICENSED,1/31/2018,
ADULT RESIDENTIAL,374601424,PARADISE GARDENS RESIDENTIAL CARE,"CABUGOS, CONSUELO & ERLANDO",CONSUELO CABUGOS,(619) 479-0550,1666 DILLARD STREET,SAN DIEGO,CA,92114,SAN DIEGO,8,6,LICENSED,3/27/2003,
ADULT RESIDENTIAL,374602264,PARADISE GARDENS RESIDENTIAL CARE 2,CONSUELO P. & ERLANDO S. CABUGOS,CONSUELO CABUGOS,(619) 434-4282,43 DEEP DELL ROAD,SAN DIEGO,CA,92114,SAN DIEGO,8,6,LICENSED,9/28/2005,
ADULT RESIDENTIAL,374603193,PARADISE HILLS RESIDENTIAL CARE #1,ROMEO CHUA & EVELYN HASSEL,"CHUA, ROMEO/DE LUNA,MARINA",(619) 267-2472,7210 ALSACIA ST,SAN DIEGO,CA,92139,SAN DIEGO,8,6,LICENSED,3/26/2012,
ADULT RESIDENTIAL,374603200,PARADISE HILLS RESIDENTIAL CARE #2,"CHUA, NENITA T.","CHUA, NENITA T.",(619) 434-1570,6194 CUMBERLAND,SAN DIEGO,CA,92139,SAN DIEGO,8,6,CLOSED,5/15/2012,4/28/2015
ADULT RESIDENTIAL,374603680,PARADISE HILLS RESIDENTIAL CARE #2,"CHUA, NENITA","CHUA, NENITA",(619) 434-1570,6950 DYLAN STREET,SAN DIEGO,CA,92139,SAN DIEGO,8,6,LICENSED,4/28/2015,
ADULT RESIDENTIAL,486803635,PARADISE HOME,"C.A.S.A. LUNA, INC.","CRUZ-ASTORGA, SELENE",(650) 387-9488,3809 POPPY HILL COURT,FAIRFIELD,CA,94533,SOLANO,21,4,LICENSED,6/6/2017,
ADULT RESIDENTIAL,191500035,PARADISE HOME,REMEDIOS RAQUEL PINEDA,AIDA RAMIREZ,(562) 325-8387,13350 CLOSE ST.,WHITTIER,CA,90605,LOS ANGELES,28,6,LICENSED,6/2/1993,
ADULT RESIDENTIAL,197608609,PARADISE HOME,MUSTAPHA ALABI,MUSTAPHA ALABI,(661) 367-6524,20319 CEDARCREEK STREET,CANYON COUNTRY,CA,91351,LOS ANGELES,31,4,LICENSED,7/1/2014,
ADULT RESIDENTIAL,197608957,PARADISE LIGHTHOUSE,"PARADISE LIGHTHOUSE, INC.",APRES APRESYAN,(661) 878-8708,6025 LIGHTHOUSE LANE,PALMDALE,CA,93552,LOS ANGELES,31,4,LICENSED,12/8/2015,
ADULT RESIDENTIAL,435200920,PARADISE MANOR 2,"MIGUEL, LYNDA","MIGUEL, LYNDA",(408) 257-2953,19133 MURIEL LANE,CUPERTINO,CA,95014,SANTA CLARA,26,6,CLOSED,5/22/2001,3/28/2016
ADULT RESIDENTIAL,435200921,PARADISE MANOR 3,"MIGUEL, LYNDA","MIGUEL, LYNDA",(408) 257-2953,19147 MURIEL LANE,CUPERTINO,CA,95014,SANTA CLARA,26,6,LICENSED,5/22/2001,
ADULT RESIDENTIAL,198600574,PARADISE PALACE 1,BLC RESIDENTIAL CARE INC,"CHANDLER, BRENDA",(310) 725-9106,5360 W 119TH PL,INGLEWOOD,CA,90304,LOS ANGELES,28,3,LICENSED,6/17/2005,
ADULT RESIDENTIAL,198600693,PARADISE PALACE 11,BLC RESIDENTIAL CARE INC,"LOFTON, JANICE",(310) 355-5997,5134 W 136TH ST,HAWTHORNE,CA,90250,LOS ANGELES,28,3,LICENSED,3/22/2006,
ADULT RESIDENTIAL,397005829,PARADISE RESIDENTIAL CARE,"PARADISE RESIDENTIAL CARE, LLC",ADA P. OSUKA,(925) 487-1551,2673 EAST JUNCTION DRIVE,MANTECA,CA,95336,SAN JOAQUIN,27,6,LICENSED,10/15/2015,
ADULT RESIDENTIAL,41374667,PARADISE RESIDENTIAL CARE HOME,RICHARD KOLODZIEJCZYK AND MICHEL KOLODZIEJCZYK,"KOLODZIEJCZYK, R.",(530) 680-6407,1470 TERRY LANE,PARADISE,CA,95969,BUTTE,25,6,LICENSED,12/1/1993,
ADULT RESIDENTIAL,374602885,PARADISE TRINITY HOME,PARADISE TRINITY HOME LLC,RAY NEIL ALCANTARA,(619) 434-9284,2378 MONTCLIFF RD,SAN DIEGO,CA,92139,SAN DIEGO,8,6,LICENSED,7/22/2009,
ADULT RESIDENTIAL,374602823,PARADISE TRINITY HOME II,PARADISE TRINITY LLC,"ALCANTARA, RAY NEIL",(619) 670-4478,1938 GARDEN PARK COURT,SAN DIEGO,CA,92114,SAN DIEGO,8,6,CLOSED,8/25/2009,1/2/2016
ADULT RESIDENTIAL,374602374,PARADISE VALLEY BOARD AND CARE,"QUINTOS, ENGELBERT V. & ANNABELLE S.",ANNABELLE QUINTOS,(619) 479-4960,7217 FARMDALE STREET,SAN DIEGO,CA,92114,SAN DIEGO,8,6,LICENSED,9/28/2006,7/26/2018
ADULT RESIDENTIAL,486803599,PARADISE VALLEY HOME,"ZHANG, GUOLIAN(MARK)","ZHANG, GUOLIAN(MARK)",(707) 427-8776,3776 DORAL DRIVE,FAIRFIELD,CA,94533,SOLANO,21,6,CLOSED,10/9/2015,6/21/2018
ADULT RESIDENTIAL,374602437,PARADISE VIEW HOME I,"PASCUAL, BESSIE P.",BESSIE P. PASCUAL,(619) 472-9653,2015 STILLMAN PLACE,SAN DIEGO,CA,92139,SAN DIEGO,8,4,LICENSED,5/17/2007,
ADULT RESIDENTIAL,306001582,PARAGON HOME,"RZM MANAGEMENT, INC.",RENATO MADRIGAL,(714) 283-0228,2356 N BAILEY STREET,ORANGE,CA,92867,ORANGE,22,6,LICENSED,9/20/2002,
ADULT RESIDENTIAL,496800345,PARAGON PLACE,"NICHOLES, KIMBERLY","NICHOLES, KIMBERLY",(707) 523-3276,1616 ELMENDORF PLACE,SANTA ROSA,CA,95401,SONOMA,21,3,CLOSED,1/6/1997,11/21/2015
ADULT RESIDENTIAL,75600395,PARAISO HOMES,"ALEJANDRO, WILLIAM",WILLIAM ALEJANDRO,(925) 625-9443,3840 KNIGHTSEN AVENUE,OAKLEY,CA,94561,CONTRA COSTA,15,6,LICENSED,12/10/1999,
ADULT RESIDENTIAL,197609482,PARAMOUNT SPECIAL HOME CARE CORPORATION,PARAMOUNT SPECIAL HOME CARE CORPORATION,"QUIJANO, LOIDA",(818) 451-9267,7044 FALLBROOK AVE,WEST HILLS,CA,91307,LOS ANGELES,31,4,LICENSED,1/30/2018,
ADULT RESIDENTIAL,430707097,PARK AVENUE ADULT RESIDENTIAL FACILITIES,"EUSTAQUIO, CECILIA","EUSTAQUIO,CECILIA",(408) 241-0605,1992 & 1998 PARK AVENUE,SAN JOSE,CA,95126,SANTA CLARA,26,12,LICENSED,1/10/1986,
ADULT RESIDENTIAL,150406240,PARK HOME,"KERN CO. AUTISM CENTER, INC.","CORNELL, BEVERLY",(661) 854-4543,14150 SUNSET BLVD.,ARVIN,CA,93203,KERN,24,6,LICENSED,6/13/1990,
ADULT RESIDENTIAL,306004266,PARK LANE HOME,CORA MANALANG,CORA MANALANG,(562) 595-9021,3145 PARK LANE AVENUE,LONG BEACH,CA,90807,ORANGE,28,4,LICENSED,1/7/2011,
ADULT RESIDENTIAL,198601777,PARK LANE HOME  II,"PARK LANE HOME, INC.",SHELLA MANALANG,(562) 595-9021,22729 NEPTUNE AVENUE,CARSON,CA,90745,LOS ANGELES,28,4,LICENSED,8/4/2015,
ADULT RESIDENTIAL,198602990,PARK LANE HOME 1,BJJM HOME CARE INC,"MANALANG, SHELLA",(562) 426-9616,3145 PARK LANE,LONG BEACH,CA,90807,LOS ANGELES,28,4,PENDING,,
ADULT RESIDENTIAL,197606329,PARK PLACE RESIDENTIAL CARE,"PARK PLACE RESIDENTIAL CARE, INC.",MARIA ALVIR,(818) 920-1084,10401 DENSMORE AVENUE,GRANADA HILLS,CA,91344,LOS ANGELES,31,6,LICENSED,11/28/2005,
ADULT RESIDENTIAL,197607752,PARK PLACE RESIDENTIAL CARE #2,"PARK PLACE RESIDENTIAL CARE, INC.",MARIA VOCTORIA ALVIR BASA,(818) 488-1623,16740 ROMAR STREET,NORTH HILLS,CA,91343,LOS ANGELES,31,4,LICENSED,6/8/2009,
ADULT RESIDENTIAL,275201186,PARK RIDGE ADULT CARE HOME,"VALDEZ, NESTOR",NESTOR VALDEZ,(831) 443-5201,1805 MASSACHUSETTS DRIVE,SALINAS,CA,93905,MONTEREY,26,6,LICENSED,2/4/2003,
ADULT RESIDENTIAL,275201916,PARK RIDGE ADULT CARE HOME 2,NESTOR D. VALDEZ,NESTOR D. VALDEZ,(831) 776-2234,1332 NEW HAMPSHIRE COURT,SALINAS,CA,93905,MONTEREY,26,6,LICENSED,4/4/2007,
ADULT RESIDENTIAL,435202620,PARK SOMMERS HOUSE,CANLAS CARE LLC,"CANLAS JR., AVELINO R",(408) 823-7168,4451 PARK SOMMERS WAY,SAN JOSE,CA,95136,SANTA CLARA,26,6,LICENSED,12/18/2017,
ADULT RESIDENTIAL,306003890,PARKER FAMILY HOME,"PARKER, DANIEL R. & BONITA S.",BONITA S. PARKER,(714) 995-7799,6622 MT. RIPLEY DRIVE,BUENA PARK,CA,90620,ORANGE,22,6,LICENSED,5/30/2008,
ADULT RESIDENTIAL,75600222,"PARKER HOME, THE","PARKER, JACQUELINE ELAINE","PARKER, JACQUELINE",(925) 439-7533,8 CASTLEWOOD DRIVE,PITTSBURG,CA,94565,CONTRA COSTA,15,6,LICENSED,1/20/1998,
ADULT RESIDENTIAL,19200219,PARKMEADOW CARE HOME,"SATURNIO HOMES, INC.",PATRICIA M. SATURNIO,(510) 468-7321,44699 PARKMEADOW DRIVE,FREMONT,CA,94539,ALAMEDA,15,6,CLOSED,8/9/2006,10/23/2014
ADULT RESIDENTIAL,419210026,PARKSIDE HOME,ROBERTA CORPORATION,ALICIA B. PALERACIO,(650) 572-8284,1757 ROBERTA DR,SAN MATEO,CA,94403,SAN MATEO,14,4,LICENSED,7/1/2005,
ADULT RESIDENTIAL,435200090,PARKSIDE VILLA,YUN S. RHO & BYUNG Y. RHO,YUN S. RHO,(408) 297-1721,328 SOUTH 22ND. STREET,SAN JOSE,CA,95116,SANTA CLARA,26,15,LICENSED,5/1/1995,
ADULT RESIDENTIAL,380504137,PARKVIEW INN #1,"PUNLA, ACHELLE G. & DELLIE B.","PUNLA, ACHELLE G.",(415) 626-6384,969 BUENA VISTA WEST,SAN FRANCISCO,CA,94117,SAN FRANCISCO,14,20,LICENSED,3/10/1983,
ADULT RESIDENTIAL,380504153,PARKVIEW INN #2,"PUNLA, ACHELLE AND DELLIE","PUNLA, DELLIE",(415) 626-6384,935 BUENA VISTA WEST,SAN FRANCISCO,CA,94117,SAN FRANCISCO,14,15,LICENSED,2/1/1988,
ADULT RESIDENTIAL,198601054,PARKVIEW MANOR,"ALVO HOLDING, INC.","CHERTOK, VLADAMIR",(323) 225-4293,5055 NOVGOROD STREET,LOS ANGELES,CA,90032,LOS ANGELES,28,86,LICENSED,4/1/2008,
ADULT RESIDENTIAL,340305881,PARKWAY HOME CARE FACILITY,NURY OGSAEN,"OGSAEN, NURY",(916) 424-1839,4916 J PARKWAY,SACRAMENTO,CA,95823,SACRAMENTO,27,6,LICENSED,4/12/1983,
ADULT RESIDENTIAL,19200141,"PARKWAY VILLAGE CARE HOME, INC.","PARKWAY VILLAGE CARE HOME, INC.",MARK A. TIU,(510) 754-1449,183 HERMES COURT,HAYWARD,CA,94544,ALAMEDA,15,6,LICENSED,1/28/2005,
ADULT RESIDENTIAL,197600727,PARKWOOD HOME,"SANDOVAL, VIOLETA","SANDOVAL, VIOLETA",(818) 421-5870,301 PARKWOOD LANE,GLENDALE,CA,91202,LOS ANGELES,28,5,LICENSED,3/20/1996,
ADULT RESIDENTIAL,197601828,PASA ALTA CENTRO,"INTEGRATED COMMUNITY OPTIONS, INC.",REGINALD W. SMITH,(626) 926-0870,2315 N. SANTA ANITA AVENUE,ALTADENA,CA,91001,LOS ANGELES,31,6,CLOSED,8/1/1998,4/8/2016
ADULT RESIDENTIAL,197600074,PASA ALTA EAST,"INTEGRATED COMMUNITY OPTIONS, INC.",JOHN WILEY,(626) 797-1680,3280 N. FAIR OAKS AVENUE,ALTADENA,CA,91001,LOS ANGELES,31,6,LICENSED,9/14/1994,
ADULT RESIDENTIAL,191204078,PASA ALTA MANOR,PASA ALTA MANOR,DEWALT BROWN,(626) 798-6986,1790 NORTH FAIR OAKS AVENUE,PASADENA,CA,91103,LOS ANGELES,28,90,LICENSED,7/7/1989,
ADULT RESIDENTIAL,198602244,PASADENA ADULT LIVING CENTER,PASADENA SENIOR LIVING CENTER LLC,"GARCIA, RUBY",(626) 398-9647,1415 N GARFIELD AVE,PASADENA,CA,91104,LOS ANGELES,28,136,ON PROBATION,7/13/2018,
ADULT RESIDENTIAL,191205193,PASADENA GUEST HOME,"DE BEDOYA, LEONOR R. & HAZZARD, CAROLEE",CAROLEE HAZZARD,(626) 798-0869,1025 NORTH LOS ROBLES AVENUE,PASADENA,CA,91104,LOS ANGELES,28,30,LICENSED,5/14/1982,
ADULT RESIDENTIAL,198602896,PASADENA GUEST HOME,CAROLEE HAZARD,"HAZARD, CAROLEE",(626) 798-0869,1025 N. LOS ROBLES AVENUE,PASADENA,CA,91104,LOS ANGELES,28,30,PENDING,,
ADULT RESIDENTIAL,198600518,PASADENA RESIDENTIAL CARE CENTER,"PASADENA RESIDENTIAL CARE CTR; STIENFIELD, JOHN","GARCIA, RUBY",(626) 398-9647,1415 N GARFIELD AVE,PASADENA,CA,91104,LOS ANGELES,28,136,CLOSED,11/23/2005,7/13/2018
ADULT RESIDENTIAL,370808489,PASCUA'S HOME CARE,"PASCUA, REYNALDO & JESUSA","PASCUA, REYNALDO",(619) 656-7693,2278 BINDAY WAY,SAN DIEGO,CA,92154,SAN DIEGO,8,6,LICENSED,3/2/1993,
ADULT RESIDENTIAL,374601163,PASCUA HOME II,"PASCUA, REYNALDO & JESUSA",REYNALDO PASCUA,(619) 428-4154,3020 BRANDO DRIVE,SAN DIEGO,CA,92154,SAN DIEGO,8,4,LICENSED,12/19/2001,
ADULT RESIDENTIAL,347005414,PASIONATE CARE INC.,PASIONATE CARE INC.,"NATIVIDAD, MINDA",(415) 595-4720,4628 CAREY BACK AVE,ELK GROVE,CA,95758,SACRAMENTO,27,6,CLOSED,,12/16/2015
ADULT RESIDENTIAL,397004745,PATACSIL'S CARE HOME #1,"PATACSIL, ERNESTO & MARILYN","PATACSIL, MARILYN",(209) 477-5247,9082 CHIANTI CIRCLE,STOCKTON,CA,95212,SAN JOAQUIN,27,6,CLOSED,3/4/2011,6/6/2017
ADULT RESIDENTIAL,397004735,PATACSIL'S CARE HOME #2,"PATACSIL, MARILYN & ERNESTO","PATACSIL, MARILYN",(209) 477-4799,311 MISSION PARKDRIVE,STOCKTON,CA,95207,SAN JOAQUIN,27,6,CLOSED,2/15/2011,8/1/2016
ADULT RESIDENTIAL,390311210,PATACSIL'S CARE HOME #3,"PATACSIL, MARILYN AND ERNESTO","PATACSIL, MARILYN",(209) 478-1461,8401 CAYUGA DRIVE,STOCKTON,CA,95210,SAN JOAQUIN,27,6,CLOSED,7/29/1988,11/16/2017
ADULT RESIDENTIAL,390317517,PATACSIL'S CARE HOME #4,"PATACSIL, ERNESTO & MARILYN","PATACSIL,MARLYN",(209) 477-5219,329 PRADO WAY,STOCKTON,CA,95207,SAN JOAQUIN,27,6,CLOSED,7/16/1993,11/14/2014
ADULT RESIDENTIAL,390317519,PATACSIL'S CARE HOME #5,"PATACSIL,ERNESTO,MARILYN","PATACSIL, MARILYN",(209) 477-4915,335 PRADO WAY,STOCKTON,CA,95207,SAN JOAQUIN,27,6,CLOSED,7/16/1993,11/14/2014
ADULT RESIDENTIAL,390318159,PATACSIL'S CARE HOME #6,"PATACSIL, MARILYN AND ERNESTO","PATACSIL, MARILYN",(209) 477-4952,3615 WEST CREEK DRIVE,STOCKTON,CA,95209,SAN JOAQUIN,27,6,LICENSED,1/27/1994,
ADULT RESIDENTIAL,397202999,PATACSIL'S CARE HOME #7,"PATACSIL, MARILYN & ERNESTO","PATACSIL, MARILYN E.",(209) 931-0822,4638 HILDRETH LANE,STOCKTON,CA,95212,SAN JOAQUIN,27,6,CLOSED,6/1/2006,6/17/2014
ADULT RESIDENTIAL,306005172,PATCH'S FAMILY HOME LLC,"PATCH'S FAMILY HOME, LLC","MCCUNE, CRYSTAL",(714) 528-5913,243 PAGEANTRY DRIVE,PLACENTIA,CA,92870,ORANGE,22,6,LICENSED,1/1/2016,
ADULT RESIDENTIAL,198600431,PATE ENTERPRISE (103RD),"PATE, WESLEY","PATE, WESLEY",(323) 756-7714,2050 WEST 103RD PLACE,LOS ANGELES,CA,90047,LOS ANGELES,28,4,LICENSED,6/8/2004,
ADULT RESIDENTIAL,191871704,PATE ENTERPRISE (HAAS),"PATE, CLAUDETTE & WESLEY JR. & FARRIS, PEARLY","PATE, WESLEY JR.",(323) 756-7714,11129 HAAS AVENUE,LOS ANGELES,CA,90047,LOS ANGELES,28,6,LICENSED,4/15/1986,
ADULT RESIDENTIAL,198201015,PATE ENTERPRISE (ST. ANDREWS),"PATE, WESLEY, JR.","PATE, WESLEY, JR.",(323) 755-8292,10605 S. ST. ANDREWS PL.,LOS ANGELES,CA,90047,LOS ANGELES,28,6,LICENSED,7/22/1996,
ADULT RESIDENTIAL,198601623,"PATE ENTERPRISES, INC. ( MENLO )","PATE ENTERPRISE, INC.","WESLEY PATE, JR.",(213) 725-4634,14801 GRAMERCY PLACE,GARDENA,CA,90249,LOS ANGELES,28,6,LICENSED,7/31/2013,
ADULT RESIDENTIAL,425802471,PATHPOINT - E MICHELTORENA ST,PATHPOINT,"ESTEP, FRANCIS",(805) 966-3310,107 E MICHELTORENA ST,SANTA BARBARA,CA,93101,SANTA BARBARA,29,12,PENDING,,
ADULT RESIDENTIAL,425802472,PATHPOINT - MOUNTAIN DR,PATHPOINT,"BEGG, EMILY",(805) 965-3434,37 MOUNTAIN DR,SANTA BARBARA,CA,93103,SANTA BARBARA,29,14,PENDING,,
ADULT RESIDENTIAL,157206784,PATHWAY HOMES,MARKELL & MARQUELL ENTERPRISES LLC,"JOHNSON, JASON",(661) 823-1445,15923 SAN MARCO PLACE,BAKERSFIELD,CA,93314,KERN,24,6,LICENSED,11/15/2016,
ADULT RESIDENTIAL,198601560,PATHWAY RESIDENTIAL,"SUCCESSFUL PATHWAYS, INC",SHAKIYLA BRYANT,(323) 403-4080,16425 NORWALK BLVD,NORWALK,CA,90650,LOS ANGELES,28,6,CLOSED,,11/5/2013
ADULT RESIDENTIAL,107203275,PATHWAYS,"JOHNSON, DAISY MAE & BRUTON, CARMEN","JOHNSON, DAISY MAE",(559) 431-3997,1511 W MILLBRAE AVE,FRESNO,CA,93711,FRESNO,24,6,LICENSED,10/28/2005,
ADULT RESIDENTIAL,90305785,PATHWAYS,"MOTHER LODE REHAB. ENTERPRISES, INC.","PETTY, REBECCA",(530) 626-0322,2681 LEANING TREE ROAD,PLACERVILLE,CA,95667,EL DORADO,27,12,LICENSED,1/3/1983,
ADULT RESIDENTIAL,107206836,PATHWAYS ADLER HOME,"D. MAE JOHNSON, CARMEN BURTON MARONEY","JOHNSON, D. MAE",(559) 325-3528,130 ADLER AVE.,CLOVIS,CA,93612,FRESNO,24,4,LICENSED,6/16/2014,
ADULT RESIDENTIAL,107207095,PATHWAYS SELLAND HOME,"JOHNSON, D. MAE","LUNA, NANCY",(559) 269-4366,6460 N. SELLAND HOME,FRESNO,CA,93711,FRESNO,24,6,LICENSED,4/8/2016,
ADULT RESIDENTIAL,366424422,PATRICE QUARTERS ADULT RESIDENTIAL FACILITY,"SPURLOCK, BEATRICE/RONALD/RONDALYN","SPURLOCK, BEATRICE",(909) 783-6950,662 W. 36TH STREET,SAN BERNARDINO,CA,92405,SAN BERNARDINO,18,6,LICENSED,2/11/2010,
ADULT RESIDENTIAL,336411382,PATRICIA'S ADULT RESIDENTIAL,PATRICIA MCCULLOUGH,PATRICIA MCCULLOUGH,(951) 238-1464,261 MOMENTO AVENUE,PERRIS,CA,92571,RIVERSIDE,18,6,LICENSED,9/11/2006,
ADULT RESIDENTIAL,347004649,PATRICIA SALOMON CARE HOME,"SALOMON, PATRICIA","SALOMON, PATRICIA",(916) 728-9349,6043 MCNEELY WAY,ORANGEVALE,CA,95662,SACRAMENTO,27,5,CLOSED,11/4/2010,4/3/2014
ADULT RESIDENTIAL,347005432,PATRICIA SALOMON RESIDENTIAL CARE HOME,"SALOMON, PATRICIA","SALOMON,PATRICIA",(916) 728-9349,4112 GALBRATH DRIVE,NORTH HIGHLANDS,CA,95660,SACRAMENTO,27,4,CLOSED,4/3/2014,11/16/2015
ADULT RESIDENTIAL,167201464,PATRICK ADULT RESIDENTIAL CARE,"PATRICK, JESSIE LOUISE","SMITH, CATHERINE",(559) 992-2977,731 PICKERELL AVE.,CORCORAN,CA,93212,KINGS,24,2,CLOSED,2/6/2002,12/1/2016
ADULT RESIDENTIAL,547208819,PATRIOT IN THE WEST,MARS GROUP III INC,"TALAVERA, ISMAEL",(661) 340-4457,3702 N SALLEE STREET,VISALIA,CA,93291,TULARE,24,4,LICENSED,10/25/2017,
ADULT RESIDENTIAL,191601673,PATTERSON FAMILY HOME,"PATTERSON, NANCY W.",NANCY W. PATTERSON,(310) 632-5250,1518 S. WADSWORTH AVENUE,COMPTON,CA,90220,LOS ANGELES,28,6,LICENSED,6/22/1993,
ADULT RESIDENTIAL,191801593,PATTERSON FAMILY HOME #2,"PATTERSON, NANCY W.","MASON, DAVID",(323) 777-4240,2061 W. 96TH ST.,LOS ANGELES,CA,90047,LOS ANGELES,28,6,LICENSED,8/29/1991,
ADULT RESIDENTIAL,107203176,PATTON HOME,"PATTON, DENNIS","PATTON, DENNIS",(559) 485-8859,1270 N. LUCERNE LANE,FRESNO,CA,93728,FRESNO,24,6,LICENSED,4/25/2005,
ADULT RESIDENTIAL,515000503,PAUL AND LAURA HASE GUEST HOME,"HASE, PAUL AND LAURA","HASE, LAURA",(530) 695-3905,2429 IVY STREET,LIVE OAK,CA,95953,SUTTER,25,6,LICENSED,6/1/1997,
ADULT RESIDENTIAL,107208239,PAUL HOME,JAMAR RESIDENTIAL SERVICE INC,"TATUM, ATLENA",(559) 225-6370,4577 N SHARON,FRESNO,CA,93726,FRESNO,24,6,LICENSED,3/2/2017,
ADULT RESIDENTIAL,100405245,"PAUL HOME, THE","KENDALL, JAMES","KENDALL, JAMES",(559) 225-6370,4577 N. SHARON,FRESNO,CA,93726,FRESNO,24,6,CLOSED,5/9/1988,3/2/2017
ADULT RESIDENTIAL,374603005,"PAULE HOME, THE","PAULE, PAUL MARK & KEALOHA LYNN","PAULE, PAUL MARK",(619) 941-1955,1878 LAGRANGE RD,CHULA VISTA,CA,91913,SAN DIEGO,8,6,LICENSED,6/18/2010,
